year,New open,census_track,is_cbd,post_covid,DID,open_ln,census
2004,11,227,0,0,0,2.3978952727983707,22700
2017,8,227,0,0,0,2.0794415416798357,22700
2015,6,227,0,0,0,1.791759469228055,22700
2005,5,227,0,0,0,1.6094379124341003,22700
2007,5,227,0,0,0,1.6094379124341003,22700
2008,5,227,0,0,0,1.6094379124341003,22700
2014,5,227,0,0,0,1.6094379124341003,22700
2011,4,227,0,0,0,1.3862943611198906,22700
2001,3,227,0,0,0,1.0986122886681098,22700
2006,3,227,0,0,0,1.0986122886681098,22700
2009,3,227,0,0,0,1.0986122886681098,22700
2013,3,227,0,0,0,1.0986122886681098,22700
2016,3,227,0,0,0,1.0986122886681098,22700
2018,2,227,0,0,0,0.6931471805599453,22700
2003,2,227,0,0,0,0.6931471805599453,22700
2012,2,227,0,0,0,0.6931471805599453,22700
2010,1,227,0,0,0,0.0,22700
2019,1,227,0,0,0,0.0,22700
2004,20,25,1,0,0,2.995732273553991,2500
2005,10,25,1,0,0,2.302585092994046,2500
2018,6,25,1,0,0,1.791759469228055,2500
2011,4,25,1,0,0,1.3862943611198906,2500
2002,4,25,1,0,0,1.3862943611198906,2500
2007,4,25,1,0,0,1.3862943611198906,2500
2012,4,25,1,0,0,1.3862943611198906,2500
2001,3,25,1,0,0,1.0986122886681098,2500
2010,3,25,1,0,0,1.0986122886681098,2500
2013,3,25,1,0,0,1.0986122886681098,2500
2019,3,25,1,0,0,1.0986122886681098,2500
2016,3,25,1,0,0,1.0986122886681098,2500
2021,2,25,1,1,1,0.6931471805599453,2500
2009,2,25,1,0,0,0.6931471805599453,2500
2003,1,25,1,0,0,0.0,2500
2017,1,25,1,0,0,0.0,2500
2014,1,25,1,0,0,0.0,2500
2008,1,25,1,0,0,0.0,2500
2022,1,25,1,1,1,0.0,2500
2004,22,205,0,0,0,3.091042453358316,20500
2017,8,205,0,0,0,2.0794415416798357,20500
2006,8,205,0,0,0,2.0794415416798357,20500
2016,6,205,0,0,0,1.791759469228055,20500
2014,6,205,0,0,0,1.791759469228055,20500
2015,5,205,0,0,0,1.6094379124341003,20500
2010,5,205,0,0,0,1.6094379124341003,20500
2011,4,205,0,0,0,1.3862943611198906,20500
2002,4,205,0,0,0,1.3862943611198906,20500
2005,4,205,0,0,0,1.3862943611198906,20500
2021,3,205,0,1,0,1.0986122886681098,20500
2013,3,205,0,0,0,1.0986122886681098,20500
2019,2,205,0,0,0,0.6931471805599453,20500
1996,2,205,0,0,0,0.6931471805599453,20500
2007,2,205,0,0,0,0.6931471805599453,20500
2003,2,205,0,0,0,0.6931471805599453,20500
2000,2,205,0,0,0,0.6931471805599453,20500
2008,2,205,0,0,0,0.6931471805599453,20500
2012,1,205,0,0,0,0.0,20500
2001,1,205,0,0,0,0.0,20500
1999,1,205,0,0,0,0.0,20500
1997,1,205,0,0,0,0.0,20500
2004,30,288,0,0,0,3.4011973816621555,28800
2005,20,288,0,0,0,2.995732273553991,28800
2016,9,288,0,0,0,2.1972245773362196,28800
2012,7,288,0,0,0,1.9459101490553132,28800
2011,7,288,0,0,0,1.9459101490553132,28800
2006,7,288,0,0,0,1.9459101490553132,28800
2014,6,288,0,0,0,1.791759469228055,28800
2009,5,288,0,0,0,1.6094379124341003,28800
2015,5,288,0,0,0,1.6094379124341003,28800
2013,5,288,0,0,0,1.6094379124341003,28800
2007,5,288,0,0,0,1.6094379124341003,28800
2008,5,288,0,0,0,1.6094379124341003,28800
2021,4,288,0,1,0,1.3862943611198906,28800
2010,3,288,0,0,0,1.0986122886681098,28800
2003,3,288,0,0,0,1.0986122886681098,28800
2018,3,288,0,0,0,1.0986122886681098,28800
2019,3,288,0,0,0,1.0986122886681098,28800
2000,3,288,0,0,0,1.0986122886681098,28800
2002,2,288,0,0,0,0.6931471805599453,28800
2020,2,288,0,1,0,0.6931471805599453,28800
1999,1,288,0,0,0,0.0,28800
1998,1,288,0,0,0,0.0,28800
1997,1,288,0,0,0,0.0,28800
2001,1,288,0,0,0,0.0,28800
2004,17,275,0,0,0,2.833213344056216,27500
2005,6,275,0,0,0,1.791759469228055,27500
2018,5,275,0,0,0,1.6094379124341003,27500
2000,4,275,0,0,0,1.3862943611198906,27500
2003,4,275,0,0,0,1.3862943611198906,27500
2015,3,275,0,0,0,1.0986122886681098,27500
2017,3,275,0,0,0,1.0986122886681098,27500
2010,3,275,0,0,0,1.0986122886681098,27500
2007,2,275,0,0,0,0.6931471805599453,27500
2008,2,275,0,0,0,0.6931471805599453,27500
2009,2,275,0,0,0,0.6931471805599453,27500
2011,2,275,0,0,0,0.6931471805599453,27500
2012,2,275,0,0,0,0.6931471805599453,27500
2013,2,275,0,0,0,0.6931471805599453,27500
2006,2,275,0,0,0,0.6931471805599453,27500
2016,2,275,0,0,0,0.6931471805599453,27500
2001,2,275,0,0,0,0.6931471805599453,27500
2002,1,275,0,0,0,0.0,27500
1998,1,275,0,0,0,0.0,27500
2019,1,275,0,0,0,0.0,27500
2020,1,275,0,1,0,0.0,27500
2021,1,275,0,1,0,0.0,27500
2022,1,275,0,1,0,0.0,27500
2004,37,367,1,0,0,3.6109179126442243,36700
2012,14,367,1,0,0,2.6390573296152584,36700
2015,13,367,1,0,0,2.5649493574615367,36700
2005,12,367,1,0,0,2.4849066497880004,36700
2019,11,367,1,0,0,2.3978952727983707,36700
2018,11,367,1,0,0,2.3978952727983707,36700
2011,10,367,1,0,0,2.302585092994046,36700
2014,9,367,1,0,0,2.1972245773362196,36700
2013,9,367,1,0,0,2.1972245773362196,36700
2006,8,367,1,0,0,2.0794415416798357,36700
2007,8,367,1,0,0,2.0794415416798357,36700
2021,7,367,1,1,1,1.9459101490553132,36700
2017,7,367,1,0,0,1.9459101490553132,36700
2010,6,367,1,0,0,1.791759469228055,36700
2009,6,367,1,0,0,1.791759469228055,36700
2016,5,367,1,0,0,1.6094379124341003,36700
2002,4,367,1,0,0,1.3862943611198906,36700
2003,4,367,1,0,0,1.3862943611198906,36700
2008,2,367,1,0,0,0.6931471805599453,36700
2020,2,367,1,1,1,0.6931471805599453,36700
1998,1,367,1,0,0,0.0,36700
1999,1,367,1,0,0,0.0,36700
2001,1,367,1,0,0,0.0,36700
2000,1,367,1,0,0,0.0,36700
1996,1,367,1,0,0,0.0,36700
2022,1,367,1,1,1,0.0,36700
2004,8,215,0,0,0,2.0794415416798357,21500
2002,3,215,0,0,0,1.0986122886681098,21500
2003,2,215,0,0,0,0.6931471805599453,21500
2005,2,215,0,0,0,0.6931471805599453,21500
2008,2,215,0,0,0,0.6931471805599453,21500
2000,1,215,0,0,0,0.0,21500
2001,1,215,0,0,0,0.0,21500
2009,1,215,0,0,0,0.0,21500
2010,1,215,0,0,0,0.0,21500
2012,1,215,0,0,0,0.0,21500
2013,1,215,0,0,0,0.0,21500
2015,1,215,0,0,0,0.0,21500
2018,1,215,0,0,0,0.0,21500
2017,1,215,0,0,0,0.0,21500
2019,1,215,0,0,0,0.0,21500
2004,43,178,0,0,0,3.7612001156935624,17800
2005,18,178,0,0,0,2.8903717578961645,17800
2006,13,178,0,0,0,2.5649493574615367,17800
2002,13,178,0,0,0,2.5649493574615367,17800
2003,12,178,0,0,0,2.4849066497880004,17800
2011,11,178,0,0,0,2.3978952727983707,17800
2020,10,178,0,1,0,2.302585092994046,17800
2016,10,178,0,0,0,2.302585092994046,17800
2008,10,178,0,0,0,2.302585092994046,17800
2019,9,178,0,0,0,2.1972245773362196,17800
2017,9,178,0,0,0,2.1972245773362196,17800
2001,8,178,0,0,0,2.0794415416798357,17800
2012,7,178,0,0,0,1.9459101490553132,17800
2007,6,178,0,0,0,1.791759469228055,17800
2014,6,178,0,0,0,1.791759469228055,17800
2018,5,178,0,0,0,1.6094379124341003,17800
2013,5,178,0,0,0,1.6094379124341003,17800
2010,4,178,0,0,0,1.3862943611198906,17800
2015,4,178,0,0,0,1.3862943611198906,17800
2009,4,178,0,0,0,1.3862943611198906,17800
2022,4,178,0,1,0,1.3862943611198906,17800
2000,3,178,0,0,0,1.0986122886681098,17800
1999,3,178,0,0,0,1.0986122886681098,17800
2021,3,178,0,1,0,1.0986122886681098,17800
1996,1,178,0,0,0,0.0,17800
2004,6,314.02,0,0,0,1.791759469228055,31402
2008,2,314.02,0,0,0,0.6931471805599453,31402
2010,2,314.02,0,0,0,0.6931471805599453,31402
2021,2,314.02,0,1,0,0.6931471805599453,31402
1997,1,314.02,0,0,0,0.0,31402
2002,1,314.02,0,0,0,0.0,31402
1998,1,314.02,0,0,0,0.0,31402
2003,1,314.02,0,0,0,0.0,31402
2005,1,314.02,0,0,0,0.0,31402
2006,1,314.02,0,0,0,0.0,31402
2007,1,314.02,0,0,0,0.0,31402
2014,1,314.02,0,0,0,0.0,31402
2015,1,314.02,0,0,0,0.0,31402
2016,1,314.02,0,0,0,0.0,31402
2017,1,314.02,0,0,0,0.0,31402
2004,24,27.02,0,0,0,3.1780538303479458,2702
2005,9,27.02,0,0,0,2.1972245773362196,2702
2015,5,27.02,0,0,0,1.6094379124341003,2702
2018,5,27.02,0,0,0,1.6094379124341003,2702
2020,5,27.02,0,1,0,1.6094379124341003,2702
2011,4,27.02,0,0,0,1.3862943611198906,2702
2012,3,27.02,0,0,0,1.0986122886681098,2702
2016,3,27.02,0,0,0,1.0986122886681098,2702
2017,3,27.02,0,0,0,1.0986122886681098,2702
2002,3,27.02,0,0,0,1.0986122886681098,2702
2021,3,27.02,0,1,0,1.0986122886681098,2702
2006,2,27.02,0,0,0,0.6931471805599453,2702
2007,2,27.02,0,0,0,0.6931471805599453,2702
2014,2,27.02,0,0,0,0.6931471805599453,2702
2003,2,27.02,0,0,0,0.6931471805599453,2702
2008,1,27.02,0,0,0,0.0,2702
2009,1,27.02,0,0,0,0.0,2702
2001,1,27.02,0,0,0,0.0,2702
2013,1,27.02,0,0,0,0.0,2702
2019,1,27.02,0,0,0,0.0,2702
2010,1,27.02,0,0,0,0.0,2702
2004,16,305.02,0,0,0,2.772588722239781,30502
2005,11,305.02,0,0,0,2.3978952727983707,30502
2011,7,305.02,0,0,0,1.9459101490553132,30502
2003,5,305.02,0,0,0,1.6094379124341003,30502
2002,5,305.02,0,0,0,1.6094379124341003,30502
2008,4,305.02,0,0,0,1.3862943611198906,30502
2019,4,305.02,0,0,0,1.3862943611198906,30502
2015,4,305.02,0,0,0,1.3862943611198906,30502
2013,4,305.02,0,0,0,1.3862943611198906,30502
2017,4,305.02,0,0,0,1.3862943611198906,30502
2018,4,305.02,0,0,0,1.3862943611198906,30502
2006,4,305.02,0,0,0,1.3862943611198906,30502
2021,3,305.02,0,1,0,1.0986122886681098,30502
2014,3,305.02,0,0,0,1.0986122886681098,30502
2000,3,305.02,0,0,0,1.0986122886681098,30502
2020,3,305.02,0,1,0,1.0986122886681098,30502
2007,3,305.02,0,0,0,1.0986122886681098,30502
2012,2,305.02,0,0,0,0.6931471805599453,30502
2016,2,305.02,0,0,0,0.6931471805599453,30502
1999,2,305.02,0,0,0,0.6931471805599453,30502
2001,2,305.02,0,0,0,0.6931471805599453,30502
2022,1,305.02,0,1,0,0.0,30502
2004,16,91,0,0,0,2.772588722239781,9100
2005,10,91,0,0,0,2.302585092994046,9100
2016,7,91,0,0,0,1.9459101490553132,9100
2019,6,91,0,0,0,1.791759469228055,9100
2020,6,91,0,1,0,1.791759469228055,9100
2015,5,91,0,0,0,1.6094379124341003,9100
2018,5,91,0,0,0,1.6094379124341003,9100
2017,4,91,0,0,0,1.3862943611198906,9100
2013,4,91,0,0,0,1.3862943611198906,9100
2007,3,91,0,0,0,1.0986122886681098,9100
2006,3,91,0,0,0,1.0986122886681098,9100
2009,3,91,0,0,0,1.0986122886681098,9100
2012,3,91,0,0,0,1.0986122886681098,9100
1997,2,91,0,0,0,0.6931471805599453,9100
2011,2,91,0,0,0,0.6931471805599453,9100
2001,2,91,0,0,0,0.6931471805599453,9100
2022,2,91,0,1,0,0.6931471805599453,9100
2000,1,91,0,0,0,0.0,9100
2010,1,91,0,0,0,0.0,9100
2002,1,91,0,0,0,0.0,9100
1999,1,91,0,0,0,0.0,9100
2021,1,91,0,1,0,0.0,9100
2004,34,58,0,0,0,3.5263605246161616,5800
2013,22,58,0,0,0,3.091042453358316,5800
2011,21,58,0,0,0,3.044522437723423,5800
2017,18,58,0,0,0,2.8903717578961645,5800
2010,18,58,0,0,0,2.8903717578961645,5800
2005,17,58,0,0,0,2.833213344056216,5800
2009,12,58,0,0,0,2.4849066497880004,5800
2008,10,58,0,0,0,2.302585092994046,5800
2018,9,58,0,0,0,2.1972245773362196,5800
2012,8,58,0,0,0,2.0794415416798357,5800
2016,6,58,0,0,0,1.791759469228055,5800
2014,6,58,0,0,0,1.791759469228055,5800
2001,5,58,0,0,0,1.6094379124341003,5800
2002,4,58,0,0,0,1.3862943611198906,5800
2007,4,58,0,0,0,1.3862943611198906,5800
2019,3,58,0,0,0,1.0986122886681098,5800
2006,3,58,0,0,0,1.0986122886681098,5800
2003,2,58,0,0,0,0.6931471805599453,5800
2015,1,58,0,0,0,0.0,5800
2000,1,58,0,0,0,0.0,5800
2004,28,38,0,0,0,3.332204510175204,3800
2005,21,38,0,0,0,3.044522437723423,3800
2017,12,38,0,0,0,2.4849066497880004,3800
2006,10,38,0,0,0,2.302585092994046,3800
2013,9,38,0,0,0,2.1972245773362196,3800
2009,8,38,0,0,0,2.0794415416798357,3800
2015,8,38,0,0,0,2.0794415416798357,3800
2008,6,38,0,0,0,1.791759469228055,3800
2010,6,38,0,0,0,1.791759469228055,3800
2016,5,38,0,0,0,1.6094379124341003,3800
2007,5,38,0,0,0,1.6094379124341003,3800
2020,5,38,0,1,0,1.6094379124341003,3800
2003,5,38,0,0,0,1.6094379124341003,3800
2018,4,38,0,0,0,1.3862943611198906,3800
2014,4,38,0,0,0,1.3862943611198906,3800
2021,3,38,0,1,0,1.0986122886681098,3800
2011,3,38,0,0,0,1.0986122886681098,3800
2022,3,38,0,1,0,1.0986122886681098,3800
2012,3,38,0,0,0,1.0986122886681098,3800
2001,2,38,0,0,0,0.6931471805599453,3800
2019,1,38,0,0,0,0.0,3800
2002,1,38,0,0,0,0.0,3800
1998,1,38,0,0,0,0.0,3800
2004,21,291,0,0,0,3.044522437723423,29100
2005,19,291,0,0,0,2.9444389791664403,29100
2010,14,291,0,0,0,2.6390573296152584,29100
2011,10,291,0,0,0,2.302585092994046,29100
2008,10,291,0,0,0,2.302585092994046,29100
2013,9,291,0,0,0,2.1972245773362196,29100
2018,9,291,0,0,0,2.1972245773362196,29100
2020,8,291,0,1,0,2.0794415416798357,29100
2007,7,291,0,0,0,1.9459101490553132,29100
2003,7,291,0,0,0,1.9459101490553132,29100
2006,6,291,0,0,0,1.791759469228055,29100
2017,6,291,0,0,0,1.791759469228055,29100
2019,6,291,0,0,0,1.791759469228055,29100
2021,5,291,0,1,0,1.6094379124341003,29100
2012,5,291,0,0,0,1.6094379124341003,29100
2014,5,291,0,0,0,1.6094379124341003,29100
2015,5,291,0,0,0,1.6094379124341003,29100
2016,5,291,0,0,0,1.6094379124341003,29100
2009,4,291,0,0,0,1.3862943611198906,29100
2002,4,291,0,0,0,1.3862943611198906,29100
2000,3,291,0,0,0,1.0986122886681098,29100
2001,2,291,0,0,0,0.6931471805599453,29100
2022,2,291,0,1,0,0.6931471805599453,29100
1999,1,291,0,0,0,0.0,29100
1994,1,291,0,0,0,0.0,29100
1998,1,291,0,0,0,0.0,29100
2004,16,285,0,0,0,2.772588722239781,28500
2002,5,285,0,0,0,1.6094379124341003,28500
2017,4,285,0,0,0,1.3862943611198906,28500
2021,4,285,0,1,0,1.3862943611198906,28500
2011,4,285,0,0,0,1.3862943611198906,28500
2019,4,285,0,0,0,1.3862943611198906,28500
2018,4,285,0,0,0,1.3862943611198906,28500
2007,4,285,0,0,0,1.3862943611198906,28500
2016,3,285,0,0,0,1.0986122886681098,28500
2012,3,285,0,0,0,1.0986122886681098,28500
2015,3,285,0,0,0,1.0986122886681098,28500
2013,3,285,0,0,0,1.0986122886681098,28500
2006,3,285,0,0,0,1.0986122886681098,28500
2014,3,285,0,0,0,1.0986122886681098,28500
2005,3,285,0,0,0,1.0986122886681098,28500
2020,3,285,0,1,0,1.0986122886681098,28500
2001,2,285,0,0,0,0.6931471805599453,28500
2010,2,285,0,0,0,0.6931471805599453,28500
2009,2,285,0,0,0,0.6931471805599453,28500
2008,2,285,0,0,0,0.6931471805599453,28500
2003,1,285,0,0,0,0.0,28500
1998,1,285,0,0,0,0.0,28500
2000,1,285,0,0,0,0.0,28500
1999,1,285,0,0,0,0.0,28500
1996,1,285,0,0,0,0.0,28500
2022,1,285,0,1,0,0.0,28500
2004,34,41.02,0,0,0,3.5263605246161616,4102
2015,11,41.02,0,0,0,2.3978952727983707,4102
2014,10,41.02,0,0,0,2.302585092994046,4102
2005,10,41.02,0,0,0,2.302585092994046,4102
2008,9,41.02,0,0,0,2.1972245773362196,4102
2011,9,41.02,0,0,0,2.1972245773362196,4102
2009,8,41.02,0,0,0,2.0794415416798357,4102
2012,8,41.02,0,0,0,2.0794415416798357,4102
2006,8,41.02,0,0,0,2.0794415416798357,4102
2013,6,41.02,0,0,0,1.791759469228055,4102
2002,5,41.02,0,0,0,1.6094379124341003,4102
2016,5,41.02,0,0,0,1.6094379124341003,4102
2017,5,41.02,0,0,0,1.6094379124341003,4102
2019,5,41.02,0,0,0,1.6094379124341003,4102
2007,4,41.02,0,0,0,1.3862943611198906,4102
2003,4,41.02,0,0,0,1.3862943611198906,4102
2021,3,41.02,0,1,0,1.0986122886681098,4102
2010,3,41.02,0,0,0,1.0986122886681098,4102
2001,3,41.02,0,0,0,1.0986122886681098,4102
2020,3,41.02,0,1,0,1.0986122886681098,4102
2000,2,41.02,0,0,0,0.6931471805599453,4102
2022,2,41.02,0,1,0,0.6931471805599453,4102
2018,2,41.02,0,0,0,0.6931471805599453,4102
1997,1,41.02,0,0,0,0.0,4102
2004,17,268,0,0,0,2.833213344056216,26800
2012,7,268,0,0,0,1.9459101490553132,26800
2005,7,268,0,0,0,1.9459101490553132,26800
2011,6,268,0,0,0,1.791759469228055,26800
2010,4,268,0,0,0,1.3862943611198906,26800
2017,4,268,0,0,0,1.3862943611198906,26800
2015,4,268,0,0,0,1.3862943611198906,26800
2009,4,268,0,0,0,1.3862943611198906,26800
2018,4,268,0,0,0,1.3862943611198906,26800
2008,3,268,0,0,0,1.0986122886681098,26800
2007,3,268,0,0,0,1.0986122886681098,26800
2019,2,268,0,0,0,0.6931471805599453,26800
2006,2,268,0,0,0,0.6931471805599453,26800
2003,2,268,0,0,0,0.6931471805599453,26800
2013,2,268,0,0,0,0.6931471805599453,26800
2014,2,268,0,0,0,0.6931471805599453,26800
2021,2,268,0,1,0,0.6931471805599453,26800
2020,2,268,0,1,0,0.6931471805599453,26800
2001,2,268,0,0,0,0.6931471805599453,26800
1998,1,268,0,0,0,0.0,26800
2016,1,268,0,0,0,0.0,26800
2002,1,268,0,0,0,0.0,26800
2022,1,268,0,1,0,0.0,26800
2004,7,115,0,0,0,1.9459101490553132,11500
2003,5,115,0,0,0,1.6094379124341003,11500
2005,4,115,0,0,0,1.3862943611198906,11500
2006,3,115,0,0,0,1.0986122886681098,11500
2009,3,115,0,0,0,1.0986122886681098,11500
2002,2,115,0,0,0,0.6931471805599453,11500
2007,2,115,0,0,0,0.6931471805599453,11500
2008,2,115,0,0,0,0.6931471805599453,11500
2020,2,115,0,1,0,0.6931471805599453,11500
2013,2,115,0,0,0,0.6931471805599453,11500
2015,2,115,0,0,0,0.6931471805599453,11500
1997,1,115,0,0,0,0.0,11500
2017,1,115,0,0,0,0.0,11500
2018,1,115,0,0,0,0.0,11500
2019,1,115,0,0,0,0.0,11500
2010,1,115,0,0,0,0.0,11500
2016,1,115,0,0,0,0.0,11500
2014,1,115,0,0,0,0.0,11500
2012,1,115,0,0,0,0.0,11500
2011,1,115,0,0,0,0.0,11500
2021,1,115,0,1,0,0.0,11500
2004,46,39.01,0,0,0,3.828641396489095,3901
2015,17,39.01,0,0,0,2.833213344056216,3901
2005,16,39.01,0,0,0,2.772588722239781,3901
2018,12,39.01,0,0,0,2.4849066497880004,3901
2014,12,39.01,0,0,0,2.4849066497880004,3901
2009,12,39.01,0,0,0,2.4849066497880004,3901
2012,11,39.01,0,0,0,2.3978952727983707,3901
2008,11,39.01,0,0,0,2.3978952727983707,3901
2011,11,39.01,0,0,0,2.3978952727983707,3901
2019,10,39.01,0,0,0,2.302585092994046,3901
2017,10,39.01,0,0,0,2.302585092994046,3901
2001,9,39.01,0,0,0,2.1972245773362196,3901
2010,9,39.01,0,0,0,2.1972245773362196,3901
2006,8,39.01,0,0,0,2.0794415416798357,3901
2016,8,39.01,0,0,0,2.0794415416798357,3901
2020,7,39.01,0,1,0,1.9459101490553132,3901
2007,6,39.01,0,0,0,1.791759469228055,3901
2003,5,39.01,0,0,0,1.6094379124341003,3901
2021,5,39.01,0,1,0,1.6094379124341003,3901
2002,4,39.01,0,0,0,1.3862943611198906,3901
2022,4,39.01,0,1,0,1.3862943611198906,3901
2000,2,39.01,0,0,0,0.6931471805599453,3901
2013,2,39.01,0,0,0,0.6931471805599453,3901
1997,1,39.01,0,0,0,0.0,3901
1998,1,39.01,0,0,0,0.0,3901
2004,18,125,1,0,0,2.8903717578961645,12500
2006,13,125,1,0,0,2.5649493574615367,12500
2019,11,125,1,0,0,2.3978952727983707,12500
2014,10,125,1,0,0,2.302585092994046,12500
2016,9,125,1,0,0,2.1972245773362196,12500
2008,9,125,1,0,0,2.1972245773362196,12500
2015,9,125,1,0,0,2.1972245773362196,12500
2018,7,125,1,0,0,1.9459101490553132,12500
2017,7,125,1,0,0,1.9459101490553132,12500
2021,7,125,1,1,1,1.9459101490553132,12500
2005,7,125,1,0,0,1.9459101490553132,12500
2020,7,125,1,1,1,1.9459101490553132,12500
2012,7,125,1,0,0,1.9459101490553132,12500
2011,5,125,1,0,0,1.6094379124341003,12500
2013,5,125,1,0,0,1.6094379124341003,12500
2010,5,125,1,0,0,1.6094379124341003,12500
2007,4,125,1,0,0,1.3862943611198906,12500
2009,3,125,1,0,0,1.0986122886681098,12500
2002,2,125,1,0,0,0.6931471805599453,12500
2001,2,125,1,0,0,0.6931471805599453,12500
1998,1,125,1,0,0,0.0,12500
2003,1,125,1,0,0,0.0,12500
2022,1,125,1,1,1,0.0,12500
2004,9,352,0,0,0,2.1972245773362196,35200
2002,3,352,0,0,0,1.0986122886681098,35200
2005,3,352,0,0,0,1.0986122886681098,35200
1996,1,352,0,0,0,0.0,35200
2000,1,352,0,0,0,0.0,35200
2003,1,352,0,0,0,0.0,35200
1998,1,352,0,0,0,0.0,35200
2007,1,352,0,0,0,0.0,35200
2008,1,352,0,0,0,0.0,35200
2010,1,352,0,0,0,0.0,35200
2012,1,352,0,0,0,0.0,35200
2014,1,352,0,0,0,0.0,35200
2016,1,352,0,0,0,0.0,35200
2019,1,352,0,0,0,0.0,35200
2021,1,352,0,1,0,0.0,35200
2004,13,276,0,0,0,2.5649493574615367,27600
2005,10,276,0,0,0,2.302585092994046,27600
2013,6,276,0,0,0,1.791759469228055,27600
2002,3,276,0,0,0,1.0986122886681098,27600
2015,3,276,0,0,0,1.0986122886681098,27600
2018,3,276,0,0,0,1.0986122886681098,27600
2021,3,276,0,1,0,1.0986122886681098,27600
2000,2,276,0,0,0,0.6931471805599453,27600
2006,2,276,0,0,0,0.6931471805599453,27600
2016,2,276,0,0,0,0.6931471805599453,27600
2017,2,276,0,0,0,0.6931471805599453,27600
1996,1,276,0,0,0,0.0,27600
2011,1,276,0,0,0,0.0,27600
2012,1,276,0,0,0,0.0,27600
2014,1,276,0,0,0,0.0,27600
2020,1,276,0,1,0,0.0,27600
2004,4,365.02,0,0,0,1.3862943611198906,36502
2002,3,365.02,0,0,0,1.0986122886681098,36502
2006,1,365.02,0,0,0,0.0,36502
2010,1,365.02,0,0,0,0.0,36502
2012,1,365.02,0,0,0,0.0,36502
2015,1,365.02,0,0,0,0.0,36502
2019,1,365.02,0,0,0,0.0,36502
2004,10,381,0,0,0,2.302585092994046,38100
2021,7,381,0,1,0,1.9459101490553132,38100
2005,7,381,0,0,0,1.9459101490553132,38100
2020,4,381,0,1,0,1.3862943611198906,38100
2022,3,381,0,1,0,1.0986122886681098,38100
2006,3,381,0,0,0,1.0986122886681098,38100
2009,3,381,0,0,0,1.0986122886681098,38100
2015,2,381,0,0,0,0.6931471805599453,38100
2003,2,381,0,0,0,0.6931471805599453,38100
2002,2,381,0,0,0,0.6931471805599453,38100
2019,2,381,0,0,0,0.6931471805599453,38100
2018,2,381,0,0,0,0.6931471805599453,38100
2016,2,381,0,0,0,0.6931471805599453,38100
2017,1,381,0,0,0,0.0,38100
1998,1,381,0,0,0,0.0,38100
2014,1,381,0,0,0,0.0,38100
2012,1,381,0,0,0,0.0,38100
2000,1,381,0,0,0,0.0,38100
2008,1,381,0,0,0,0.0,38100
2007,1,381,0,0,0,0.0,38100
2001,1,381,0,0,0,0.0,38100
2010,1,381,0,0,0,0.0,38100
2004,34,382,0,0,0,3.5263605246161616,38200
2005,18,382,0,0,0,2.8903717578961645,38200
2015,14,382,0,0,0,2.6390573296152584,38200
2012,14,382,0,0,0,2.6390573296152584,38200
2014,11,382,0,0,0,2.3978952727983707,38200
2013,11,382,0,0,0,2.3978952727983707,38200
2018,10,382,0,0,0,2.302585092994046,38200
2021,9,382,0,1,0,2.1972245773362196,38200
2003,8,382,0,0,0,2.0794415416798357,38200
2011,8,382,0,0,0,2.0794415416798357,38200
2008,8,382,0,0,0,2.0794415416798357,38200
2010,7,382,0,0,0,1.9459101490553132,38200
2006,7,382,0,0,0,1.9459101490553132,38200
2020,7,382,0,1,0,1.9459101490553132,38200
2009,6,382,0,0,0,1.791759469228055,38200
2017,6,382,0,0,0,1.791759469228055,38200
2019,4,382,0,0,0,1.3862943611198906,38200
2002,4,382,0,0,0,1.3862943611198906,38200
2007,4,382,0,0,0,1.3862943611198906,38200
1998,3,382,0,0,0,1.0986122886681098,38200
2016,2,382,0,0,0,0.6931471805599453,38200
2000,1,382,0,0,0,0.0,38200
1996,1,382,0,0,0,0.0,38200
1999,1,382,0,0,0,0.0,38200
2022,1,382,0,1,0,0.0,38200
2004,27,165,0,0,0,3.295836866004329,16500
2005,5,165,0,0,0,1.6094379124341003,16500
2006,4,165,0,0,0,1.3862943611198906,16500
2003,4,165,0,0,0,1.3862943611198906,16500
2018,4,165,0,0,0,1.3862943611198906,16500
2002,4,165,0,0,0,1.3862943611198906,16500
2009,3,165,0,0,0,1.0986122886681098,16500
2014,3,165,0,0,0,1.0986122886681098,16500
2017,3,165,0,0,0,1.0986122886681098,16500
2008,3,165,0,0,0,1.0986122886681098,16500
2015,3,165,0,0,0,1.0986122886681098,16500
2016,3,165,0,0,0,1.0986122886681098,16500
2020,2,165,0,1,0,0.6931471805599453,16500
2019,2,165,0,0,0,0.6931471805599453,16500
1999,2,165,0,0,0,0.6931471805599453,16500
2013,2,165,0,0,0,0.6931471805599453,16500
2012,2,165,0,0,0,0.6931471805599453,16500
2007,2,165,0,0,0,0.6931471805599453,16500
2000,2,165,0,0,0,0.6931471805599453,16500
2001,2,165,0,0,0,0.6931471805599453,16500
1996,1,165,0,0,0,0.0,16500
2021,1,165,0,1,0,0.0,16500
2022,1,165,0,1,0,0.0,16500
2004,18,110,0,0,0,2.8903717578961645,11000
2005,5,110,0,0,0,1.6094379124341003,11000
2002,4,110,0,0,0,1.3862943611198906,11000
2006,4,110,0,0,0,1.3862943611198906,11000
2008,3,110,0,0,0,1.0986122886681098,11000
2018,3,110,0,0,0,1.0986122886681098,11000
2010,3,110,0,0,0,1.0986122886681098,11000
