year,Close-down,census_track,is_cbd,post_covid,DID,close_ln,census
2021,2,79,0,1,0,0.6931471805599453,7900
2017,2,79,0,0,0,0.6931471805599453,7900
2020,2,79,0,1,0,0.6931471805599453,7900
2016,1,79,0,0,0,0.0,7900
2005,1,79,0,0,0,0.0,7900
2011,1,79,0,0,0,0.0,7900
2007,1,79,0,0,0,0.0,7900
2010,1,79,0,0,0,0.0,7900
2019,1,79,0,0,0,0.0,7900
2012,12,245,0,0,0,2.4849066497880004,24500
2020,4,245,0,1,0,1.3862943611198906,24500
2021,3,245,0,1,0,1.0986122886681098,24500
2013,2,245,0,0,0,0.6931471805599453,24500
2017,2,245,0,0,0,0.6931471805599453,24500
2011,2,245,0,0,0,0.6931471805599453,24500
2018,2,245,0,0,0,0.6931471805599453,24500
2008,2,245,0,0,0,0.6931471805599453,24500
2014,2,245,0,0,0,0.6931471805599453,24500
2016,1,245,0,0,0,0.0,24500
2015,1,245,0,0,0,0.0,24500
2012,2,159,0,0,0,0.6931471805599453,15900
2012,21,302,0,0,0,3.044522437723423,30200
2016,8,302,0,0,0,2.0794415416798357,30200
2018,7,302,0,0,0,1.9459101490553132,30200
2020,5,302,0,1,0,1.6094379124341003,30200
2017,5,302,0,0,0,1.6094379124341003,30200
2011,4,302,0,0,0,1.3862943611198906,30200
2006,4,302,0,0,0,1.3862943611198906,30200
2015,4,302,0,0,0,1.3862943611198906,30200
2013,3,302,0,0,0,1.0986122886681098,30200
2021,3,302,0,1,0,1.0986122886681098,30200
2019,3,302,0,0,0,1.0986122886681098,30200
2008,2,302,0,0,0,0.6931471805599453,30200
2010,2,302,0,0,0,0.6931471805599453,30200
2009,2,302,0,0,0,0.6931471805599453,30200
2005,1,302,0,0,0,0.0,30200
2012,3,363,0,0,0,1.0986122886681098,36300
2008,1,363,0,0,0,0.0,36300
2015,1,363,0,0,0,0.0,36300
2020,1,363,0,1,0,0.0,36300
2012,12,148,0,0,0,2.4849066497880004,14800
2018,4,148,0,0,0,1.3862943611198906,14800
2016,3,148,0,0,0,1.0986122886681098,14800
2019,3,148,0,0,0,1.0986122886681098,14800
2017,2,148,0,0,0,0.6931471805599453,14800
2015,2,148,0,0,0,0.6931471805599453,14800
2020,2,148,0,1,0,0.6931471805599453,14800
2022,2,148,0,1,0,0.6931471805599453,14800
2021,1,148,0,1,0,0.0,14800
2010,1,148,0,0,0,0.0,14800
2009,1,148,0,0,0,0.0,14800
2012,15,331.02,0,0,0,2.70805020110221,33102
2020,4,331.02,0,1,0,1.3862943611198906,33102
2019,3,331.02,0,0,0,1.0986122886681098,33102
2018,3,331.02,0,0,0,1.0986122886681098,33102
2014,2,331.02,0,0,0,0.6931471805599453,33102
2017,2,331.02,0,0,0,0.6931471805599453,33102
2015,2,331.02,0,0,0,0.6931471805599453,33102
2016,2,331.02,0,0,0,0.6931471805599453,33102
2021,2,331.02,0,1,0,0.6931471805599453,33102
2010,1,331.02,0,0,0,0.0,33102
2008,1,331.02,0,0,0,0.0,33102
2009,1,331.02,0,0,0,0.0,33102
2022,1,331.02,0,1,0,0.0,33102
2012,16,282,0,0,0,2.772588722239781,28200
2018,7,282,0,0,0,1.9459101490553132,28200
2020,5,282,0,1,0,1.6094379124341003,28200
2019,4,282,0,0,0,1.3862943611198906,28200
2008,3,282,0,0,0,1.0986122886681098,28200
2021,3,282,0,1,0,1.0986122886681098,28200
2017,3,282,0,0,0,1.0986122886681098,28200
2015,3,282,0,0,0,1.0986122886681098,28200
2007,2,282,0,0,0,0.6931471805599453,28200
2010,2,282,0,0,0,0.6931471805599453,28200
2016,2,282,0,0,0,0.6931471805599453,28200
2011,2,282,0,0,0,0.6931471805599453,28200
2006,1,282,0,0,0,0.0,28200
2009,1,282,0,0,0,0.0,28200
2012,14,9.02,1,0,0,2.6390573296152584,902
2020,8,9.02,1,1,1,2.0794415416798357,902
2019,7,9.02,1,0,0,1.9459101490553132,902
2018,4,9.02,1,0,0,1.3862943611198906,902
2009,3,9.02,1,0,0,1.0986122886681098,902
2013,3,9.02,1,0,0,1.0986122886681098,902
2015,3,9.02,1,0,0,1.0986122886681098,902
2017,3,9.02,1,0,0,1.0986122886681098,902
2011,2,9.02,1,0,0,0.6931471805599453,902
2006,2,9.02,1,0,0,0.6931471805599453,902
2008,2,9.02,1,0,0,0.6931471805599453,902
2014,2,9.02,1,0,0,0.6931471805599453,902
2022,2,9.02,1,1,1,0.6931471805599453,902
2007,1,9.02,1,0,0,0.0,902
2021,1,9.02,1,1,1,0.0,902
2010,1,9.02,1,0,0,0.0,902
2012,10,317,0,0,0,2.302585092994046,31700
2011,3,317,0,0,0,1.0986122886681098,31700
2020,3,317,0,1,0,1.0986122886681098,31700
2006,2,317,0,0,0,0.6931471805599453,31700
2021,2,317,0,1,0,0.6931471805599453,31700
2009,1,317,0,0,0,0.0,31700
2013,1,317,0,0,0,0.0,31700
2016,1,317,0,0,0,0.0,31700
2014,1,317,0,0,0,0.0,31700
2007,1,317,0,0,0,0.0,31700
2019,1,317,0,0,0,0.0,31700
2018,1,317,0,0,0,0.0,31700
2017,1,317,0,0,0,0.0,31700
2012,16,207,0,0,0,2.772588722239781,20700
2021,7,207,0,1,0,1.9459101490553132,20700
2018,5,207,0,0,0,1.6094379124341003,20700
2010,4,207,0,0,0,1.3862943611198906,20700
2019,3,207,0,0,0,1.0986122886681098,20700
2008,2,207,0,0,0,0.6931471805599453,20700
2015,2,207,0,0,0,0.6931471805599453,20700
2017,2,207,0,0,0,0.6931471805599453,20700
2020,2,207,0,1,0,0.6931471805599453,20700
2006,1,207,0,0,0,0.0,20700
2005,1,207,0,0,0,0.0,20700
2016,1,207,0,0,0,0.0,20700
2022,1,207,0,1,0,0.0,20700
2012,14,204,0,0,0,2.6390573296152584,20400
2019,5,204,0,0,0,1.6094379124341003,20400
2016,5,204,0,0,0,1.6094379124341003,20400
2017,4,204,0,0,0,1.3862943611198906,20400
2015,3,204,0,0,0,1.0986122886681098,20400
2021,3,204,0,1,0,1.0986122886681098,20400
2008,2,204,0,0,0,0.6931471805599453,20400
2014,2,204,0,0,0,0.6931471805599453,20400
2022,2,204,0,1,0,0.6931471805599453,20400
2005,1,204,0,0,0,0.0,20400
2007,1,204,0,0,0,0.0,20400
2010,1,204,0,0,0,0.0,20400
2013,1,204,0,0,0,0.0,20400
2009,1,204,0,0,0,0.0,20400
2018,1,204,0,0,0,0.0,20400
2020,1,204,0,1,0,0.0,20400
2012,18,82,0,0,0,2.8903717578961645,8200
2015,6,82,0,0,0,1.791759469228055,8200
2018,4,82,0,0,0,1.3862943611198906,8200
2017,3,82,0,0,0,1.0986122886681098,8200
2007,2,82,0,0,0,0.6931471805599453,8200
2019,2,82,0,0,0,0.6931471805599453,8200
2016,2,82,0,0,0,0.6931471805599453,8200
2022,2,82,0,1,0,0.6931471805599453,8200
2009,1,82,0,0,0,0.0,8200
2005,1,82,0,0,0,0.0,8200
2010,1,82,0,0,0,0.0,8200
2008,1,82,0,0,0,0.0,8200
2011,1,82,0,0,0,0.0,8200
2013,1,82,0,0,0,0.0,8200
2014,1,82,0,0,0,0.0,8200
2021,1,82,0,1,0,0.0,8200
2012,5,61,0,0,0,1.6094379124341003,6100
2010,2,61,0,0,0,0.6931471805599453,6100
2006,1,61,0,0,0,0.0,6100
2007,1,61,0,0,0,0.0,6100
2009,1,61,0,0,0,0.0,6100
2012,14,22,1,0,0,2.6390573296152584,2200
2020,8,22,1,1,1,2.0794415416798357,2200
2015,7,22,1,0,0,1.9459101490553132,2200
2021,3,22,1,1,1,1.0986122886681098,2200
2018,1,22,1,0,0,0.0,2200
2007,1,22,1,0,0,0.0,2200
2014,1,22,1,0,0,0.0,2200
2010,1,22,1,0,0,0.0,2200
2013,1,22,1,0,0,0.0,2200
2009,1,22,1,0,0,0.0,2200
2008,1,22,1,0,0,0.0,2200
2017,1,22,1,0,0,0.0,2200
2016,1,22,1,0,0,0.0,2200
2019,1,22,1,0,0,0.0,2200
2022,1,22,1,1,1,0.0,2200
2012,13,287,0,0,0,2.5649493574615367,28700
2017,5,287,0,0,0,1.6094379124341003,28700
2015,4,287,0,0,0,1.3862943611198906,28700
2021,4,287,0,1,0,1.3862943611198906,28700
2020,4,287,0,1,0,1.3862943611198906,28700
2016,3,287,0,0,0,1.0986122886681098,28700
2005,2,287,0,0,0,0.6931471805599453,28700
2011,2,287,0,0,0,0.6931471805599453,28700
2018,2,287,0,0,0,0.6931471805599453,28700
2010,1,287,0,0,0,0.0,28700
2007,1,287,0,0,0,0.0,28700
2013,1,287,0,0,0,0.0,28700
2009,1,287,0,0,0,0.0,28700
2014,1,287,0,0,0,0.0,28700
2012,17,325,0,0,0,2.833213344056216,32500
2020,7,325,0,1,0,1.9459101490553132,32500
2021,6,325,0,1,0,1.791759469228055,32500
2016,6,325,0,0,0,1.791759469228055,32500
2011,5,325,0,0,0,1.6094379124341003,32500
2019,5,325,0,0,0,1.6094379124341003,32500
2018,5,325,0,0,0,1.6094379124341003,32500
2015,5,325,0,0,0,1.6094379124341003,32500
2007,3,325,0,0,0,1.0986122886681098,32500
2017,3,325,0,0,0,1.0986122886681098,32500
2005,2,325,0,0,0,0.6931471805599453,32500
2008,2,325,0,0,0,0.6931471805599453,32500
2006,1,325,0,0,0,0.0,32500
2013,1,325,0,0,0,0.0,32500
2009,1,325,0,0,0,0.0,32500
2022,1,325,0,1,0,0.0,32500
2012,13,345.02,0,0,0,2.5649493574615367,34502
2010,6,345.02,0,0,0,1.791759469228055,34502
2018,4,345.02,0,0,0,1.3862943611198906,34502
2021,3,345.02,0,1,0,1.0986122886681098,34502
2015,3,345.02,0,0,0,1.0986122886681098,34502
2017,3,345.02,0,0,0,1.0986122886681098,34502
2020,3,345.02,0,1,0,1.0986122886681098,34502
2007,2,345.02,0,0,0,0.6931471805599453,34502
2005,1,345.02,0,0,0,0.0,34502
2013,1,345.02,0,0,0,0.0,34502
2019,1,345.02,0,0,0,0.0,34502
2012,18,170,0,0,0,2.8903717578961645,17000
2021,7,170,0,1,0,1.9459101490553132,17000
2018,5,170,0,0,0,1.6094379124341003,17000
2019,4,170,0,0,0,1.3862943611198906,17000
2010,3,170,0,0,0,1.0986122886681098,17000
2020,2,170,0,1,0,0.6931471805599453,17000
2015,2,170,0,0,0,0.6931471805599453,17000
2016,2,170,0,0,0,0.6931471805599453,17000
2011,1,170,0,0,0,0.0,17000
2014,1,170,0,0,0,0.0,17000
2017,1,170,0,0,0,0.0,17000
2022,1,170,0,1,0,0.0,17000
2012,20,169.02,0,0,0,2.995732273553991,16902
2018,6,169.02,0,0,0,1.791759469228055,16902
2007,3,169.02,0,0,0,1.0986122886681098,16902
2005,3,169.02,0,0,0,1.0986122886681098,16902
2006,3,169.02,0,0,0,1.0986122886681098,16902
2015,3,169.02,0,0,0,1.0986122886681098,16902
2010,2,169.02,0,0,0,0.6931471805599453,16902
2011,2,169.02,0,0,0,0.6931471805599453,16902
2016,2,169.02,0,0,0,0.6931471805599453,16902
2020,2,169.02,0,1,0,0.6931471805599453,16902
2014,1,169.02,0,0,0,0.0,16902
2009,1,169.02,0,0,0,0.0,16902
2013,1,169.02,0,0,0,0.0,16902
2017,1,169.02,0,0,0,0.0,16902
2019,1,169.02,0,0,0,0.0,16902
2021,1,169.02,0,1,0,0.0,16902
2012,21,112,0,0,0,3.044522437723423,11200
2016,6,112,0,0,0,1.791759469228055,11200
2010,4,112,0,0,0,1.3862943611198906,11200
2011,4,112,0,0,0,1.3862943611198906,11200
2008,2,112,0,0,0,0.6931471805599453,11200
2009,2,112,0,0,0,0.6931471805599453,11200
2014,2,112,0,0,0,0.6931471805599453,11200
2019,2,112,0,0,0,0.6931471805599453,11200
2021,2,112,0,1,0,0.6931471805599453,11200
2020,1,112,0,1,0,0.0,11200
2006,1,112,0,0,0,0.0,11200
2015,1,112,0,0,0,0.0,11200
2017,1,112,0,0,0,0.0,11200
2018,1,112,0,0,0,0.0,11200
2022,1,112,0,1,0,0.0,11200
2012,17,98.01,0,0,0,2.833213344056216,9801
2020,15,98.01,0,1,0,2.70805020110221,9801
2016,6,98.01,0,0,0,1.791759469228055,9801
2021,4,98.01,0,1,0,1.3862943611198906,9801
2015,4,98.01,0,0,0,1.3862943611198906,9801
2011,3,98.01,0,0,0,1.0986122886681098,9801
2018,3,98.01,0,0,0,1.0986122886681098,9801
2019,2,98.01,0,0,0,0.6931471805599453,9801
2014,2,98.01,0,0,0,0.6931471805599453,9801
2017,2,98.01,0,0,0,0.6931471805599453,9801
2008,1,98.01,0,0,0,0.0,9801
2006,1,98.01,0,0,0,0.0,9801
2012,14,87.01,0,0,0,2.6390573296152584,8701
2015,6,87.01,0,0,0,1.791759469228055,8701
2020,3,87.01,0,1,0,1.0986122886681098,8701
2008,2,87.01,0,0,0,0.6931471805599453,8701
2005,2,87.01,0,0,0,0.6931471805599453,8701
2010,2,87.01,0,0,0,0.6931471805599453,8701
2014,2,87.01,0,0,0,0.6931471805599453,8701
2021,2,87.01,0,1,0,0.6931471805599453,8701
2018,2,87.01,0,0,0,0.6931471805599453,8701
2019,2,87.01,0,0,0,0.6931471805599453,8701
2017,2,87.01,0,0,0,0.6931471805599453,8701
2007,1,87.01,0,0,0,0.0,8701
2009,1,87.01,0,0,0,0.0,8701
2016,1,87.01,0,0,0,0.0,8701
2012,3,122.01,0,0,0,1.0986122886681098,12201
2020,2,122.01,0,1,0,0.6931471805599453,12201
2010,1,122.01,0,0,0,0.0,12201
2017,1,122.01,0,0,0,0.0,12201
2012,1,176,0,0,0,0.0,17600
2011,1,176,0,0,0,0.0,17600
2022,1,176,0,1,0,0.0,17600
2012,17,4.01,1,0,0,2.833213344056216,401
2020,10,4.01,1,1,1,2.302585092994046,401
2015,5,4.01,1,0,0,1.6094379124341003,401
2017,4,4.01,1,0,0,1.3862943611198906,401
2021,4,4.01,1,1,1,1.3862943611198906,401
2016,4,4.01,1,0,0,1.3862943611198906,401
2010,3,4.01,1,0,0,1.0986122886681098,401
2018,3,4.01,1,0,0,1.0986122886681098,401
2019,2,4.01,1,0,0,0.6931471805599453,401
2007,2,4.01,1,0,0,0.6931471805599453,401
2009,2,4.01,1,0,0,0.6931471805599453,401
2005,1,4.01,1,0,0,0.0,401
2006,1,4.01,1,0,0,0.0,401
2008,1,4.01,1,0,0,0.0,401
2013,1,4.01,1,0,0,0.0,401
2014,1,4.01,1,0,0,0.0,401
2012,11,281,0,0,0,2.3978952727983707,28100
2019,7,281,0,0,0,1.9459101490553132,28100
2016,5,281,0,0,0,1.6094379124341003,28100
2020,5,281,0,1,0,1.6094379124341003,28100
2015,3,281,0,0,0,1.0986122886681098,28100
2017,3,281,0,0,0,1.0986122886681098,28100
2021,2,281,0,1,0,0.6931471805599453,28100
2009,2,281,0,0,0,0.6931471805599453,28100
2008,2,281,0,0,0,0.6931471805599453,28100
2011,2,281,0,0,0,0.6931471805599453,28100
2006,1,281,0,0,0,0.0,28100
2010,1,281,0,0,0,0.0,28100
2014,1,281,0,0,0,0.0,28100
2018,1,281,0,0,0,0.0,28100
2012,9,240,0,0,0,2.1972245773362196,24000
2015,4,240,0,0,0,1.3862943611198906,24000
2016,4,240,0,0,0,1.3862943611198906,24000
2022,4,240,0,1,0,1.3862943611198906,24000
2018,2,240,0,0,0,0.6931471805599453,24000
2009,1,240,0,0,0,0.0,24000
2010,1,240,0,0,0,0.0,24000
2007,1,240,0,0,0,0.0,24000
2006,1,240,0,0,0,0.0,24000
2019,1,240,0,0,0,0.0,24000
2021,1,240,0,1,0,0.0,24000
2012,30,172.01,0,0,0,3.4011973816621555,17201
2020,6,172.01,0,1,0,1.791759469228055,17201
2009,4,172.01,0,0,0,1.3862943611198906,17201
2016,4,172.01,0,0,0,1.3862943611198906,17201
2021,4,172.01,0,1,0,1.3862943611198906,17201
2015,4,172.01,0,0,0,1.3862943611198906,17201
2017,4,172.01,0,0,0,1.3862943611198906,17201
2019,3,172.01,0,0,0,1.0986122886681098,17201
2018,3,172.01,0,0,0,1.0986122886681098,17201
2007,2,172.01,0,0,0,0.6931471805599453,17201
2005,1,172.01,0,0,0,0.0,17201
2008,1,172.01,0,0,0,0.0,17201
2011,1,172.01,0,0,0,0.0,17201
2014,1,172.01,0,0,0,0.0,17201
2012,6,257,0,0,0,1.791759469228055,25700
2019,2,257,0,0,0,0.6931471805599453,25700
2016,2,257,0,0,0,0.6931471805599453,25700
2018,2,257,0,0,0,0.6931471805599453,25700
2007,1,257,0,0,0,0.0,25700
2008,1,257,0,0,0,0.0,25700
2021,1,257,0,1,0,0.0,25700
2015,1,257,0,0,0,0.0,25700
2014,1,257,0,0,0,0.0,25700
2012,19,81.01,0,0,0,2.9444389791664403,8101
2016,5,81.01,0,0,0,1.6094379124341003,8101
2008,4,81.01,0,0,0,1.3862943611198906,8101
2015,4,81.01,0,0,0,1.3862943611198906,8101
2021,4,81.01,0,1,0,1.3862943611198906,8101
2007,3,81.01,0,0,0,1.0986122886681098,8101
2010,1,81.01,0,0,0,0.0,8101
2005,1,81.01,0,0,0,0.0,8101
2006,1,81.01,0,0,0,0.0,8101
2011,1,81.01,0,0,0,0.0,8101
2009,1,81.01,0,0,0,0.0,8101
2013,1,81.01,0,0,0,0.0,8101
2018,1,81.01,0,0,0,0.0,8101
2014,1,81.01,0,0,0,0.0,8101
2020,1,81.01,0,1,0,0.0,8101
2022,1,81.01,0,1,0,0.0,8101
2020,1,134,1,1,1,0.0,13400
2012,13,86.02,0,0,0,2.5649493574615367,8602
2013,10,86.02,0,0,0,2.302585092994046,8602
2018,5,86.02,0,0,0,1.6094379124341003,8602
2016,4,86.02,0,0,0,1.3862943611198906,8602
2015,3,86.02,0,0,0,1.0986122886681098,8602
2005,2,86.02,0,0,0,0.6931471805599453,8602
2017,2,86.02,0,0,0,0.6931471805599453,8602
2022,1,86.02,0,1,0,0.0,8602
2020,1,86.02,0,1,0,0.0,8602
2006,1,194,0,0,0,0.0,19400
2015,1,194,0,0,0,0.0,19400
2012,10,87.02,0,0,0,2.302585092994046,8702
2015,5,87.02,0,0,0,1.6094379124341003,8702
2021,5,87.02,0,1,0,1.6094379124341003,8702
2016,2,87.02,0,0,0,0.6931471805599453,8702
2008,1,87.02,0,0,0,0.0,8702
2020,1,87.02,0,1,0,0.0,8702
2007,1,87.02,0,0,0,0.0,8702
2006,1,87.02,0,0,0,0.0,8702
2009,1,87.02,0,0,0,0.0,8702
2022,1,87.02,0,1,0,0.0,8702
2017,1,87.02,0,0,0,0.0,8702
2019,1,87.02,0,0,0,0.0,8702
2012,15,388,0,0,0,2.70805020110221,38800
2015,7,388,0,0,0,1.9459101490553132,38800
2019,6,388,0,0,0,1.791759469228055,38800
2021,5,388,0,1,0,1.6094379124341003,38800
2017,4,388,0,0,0,1.3862943611198906,38800
2009,3,388,0,0,0,1.0986122886681098,38800
2008,2,388,0,0,0,0.6931471805599453,38800
2011,2,388,0,0,0,0.6931471805599453,38800
2020,2,388,0,1,0,0.6931471805599453,38800
2005,1,388,0,0,0,0.0,38800
2007,1,388,0,0,0,0.0,38800
2016,1,388,0,0,0,0.0,38800
2022,1,388,0,1,0,0.0,38800
2012,22,191,0,0,0,3.091042453358316,19100
2015,9,191,0,0,0,2.1972245773362196,19100
2020,7,191,0,1,0,1.9459101490553132,19100
2009,4,191,0,0,0,1.3862943611198906,19100
2016,3,191,0,0,0,1.0986122886681098,19100
2021,3,191,0,1,0,1.0986122886681098,19100
2011,3,191,0,0,0,1.0986122886681098,19100
2010,3,191,0,0,0,1.0986122886681098,19100
2019,3,191,0,0,0,1.0986122886681098,19100
2007,2,191,0,0,0,0.6931471805599453,19100
2018,2,191,0,0,0,0.6931471805599453,19100
2017,2,191,0,0,0,0.6931471805599453,19100
2006,1,191,0,0,0,0.0,19100
2014,1,191,0,0,0,0.0,19100
2005,1,191,0,0,0,0.0,19100
2022,1,191,0,1,0,0.0,19100
2012,10,249,0,0,0,2.302585092994046,24900
2020,5,249,0,1,0,1.6094379124341003,24900
2008,3,249,0,0,0,1.0986122886681098,24900
2016,3,249,0,0,0,1.0986122886681098,24900
2017,2,249,0,0,0,0.6931471805599453,24900
2007,1,249,0,0,0,0.0,24900
2015,1,249,0,0,0,0.0,24900
2011,1,249,0,0,0,0.0,24900
2014,1,249,0,0,0,0.0,24900
2019,1,249,0,0,0,0.0,24900
2021,1,249,0,1,0,0.0,24900
2012,10,65,0,0,0,2.302585092994046,6500
2020,3,65,0,1,0,1.0986122886681098,6500
2021,3,65,0,1,0,1.0986122886681098,6500
2005,2,65,0,0,0,0.6931471805599453,6500
2017,2,65,0,0,0,0.6931471805599453,6500
2022,2,65,0,1,0,0.6931471805599453,6500
2014,1,65,0,0,0,0.0,6500
2008,1,65,0,0,0,0.0,6500
2016,1,65,0,0,0,0.0,6500
2019,1,65,0,0,0,0.0,6500
2012,26,335,0,0,0,3.258096538021482,33500
2017,6,335,0,0,0,1.791759469228055,33500
2020,6,335,0,1,0,1.791759469228055,33500
2021,5,335,0,1,0,1.6094379124341003,33500
2018,5,335,0,0,0,1.6094379124341003,33500
2015,4,335,0,0,0,1.3862943611198906,33500
2008,4,335,0,0,0,1.3862943611198906,33500
2014,3,335,0,0,0,1.0986122886681098,33500
2007,3,335,0,0,0,1.0986122886681098,33500
2011,2,335,0,0,0,0.6931471805599453,33500
2005,2,335,0,0,0,0.6931471805599453,33500
2010,2,335,0,0,0,0.6931471805599453,33500
2009,2,335,0,0,0,0.6931471805599453,33500
2016,2,335,0,0,0,0.6931471805599453,33500
2019,2,335,0,0,0,0.6931471805599453,33500
2022,2,335,0,1,0,0.6931471805599453,33500
2013,1,335,0,0,0,0.0,33500
2012,18,153,0,0,0,2.8903717578961645,15300
2010,5,153,0,0,0,1.6094379124341003,15300
2017,5,153,0,0,0,1.6094379124341003,15300
2015,5,153,0,0,0,1.6094379124341003,15300
2016,3,153,0,0,0,1.0986122886681098,15300
2006,2,153,0,0,0,0.6931471805599453,15300
2007,2,153,0,0,0,0.6931471805599453,15300
2011,2,153,0,0,0,0.6931471805599453,15300
2020,2,153,0,1,0,0.6931471805599453,15300
2021,2,153,0,1,0,0.6931471805599453,15300
2014,1,153,0,0,0,0.0,15300
2018,1,153,0,0,0,0.0,15300
2019,1,153,0,0,0,0.0,15300
2022,1,153,0,1,0,0.0,15300
2012,13,95,0,0,0,2.5649493574615367,9500
2016,3,95,0,0,0,1.0986122886681098,9500
2022,3,95,0,1,0,1.0986122886681098,9500
2019,3,95,0,0,0,1.0986122886681098,9500
2008,2,95,0,0,0,0.6931471805599453,9500
2020,2,95,0,1,0,0.6931471805599453,9500
2017,2,95,0,0,0,0.6931471805599453,9500
2011,2,95,0,0,0,0.6931471805599453,9500
2015,2,95,0,0,0,0.6931471805599453,9500
2021,1,95,0,1,0,0.0,9500
2013,1,95,0,0,0,0.0,9500
2014,1,95,0,0,0,0.0,9500
2010,1,95,0,0,0,0.0,9500
2007,1,95,0,0,0,0.0,9500
2006,1,95,0,0,0,0.0,9500
2009,1,95,0,0,0,0.0,9500
2018,1,95,0,0,0,0.0,9500
2012,20,203,0,0,0,2.995732273553991,20300
2021,6,203,0,1,0,1.791759469228055,20300
2020,5,203,0,1,0,1.6094379124341003,20300
2015,5,203,0,0,0,1.6094379124341003,20300
2017,5,203,0,0,0,1.6094379124341003,20300
2019,5,203,0,0,0,1.6094379124341003,20300
2009,3,203,0,0,0,1.0986122886681098,20300
2010,3,203,0,0,0,1.0986122886681098,20300
2014,2,203,0,0,0,0.6931471805599453,20300
2018,2,203,0,0,0,0.6931471805599453,20300
2008,2,203,0,0,0,0.6931471805599453,20300
2013,2,203,0,0,0,0.6931471805599453,20300
2016,1,203,0,0,0,0.0,20300
2005,1,203,0,0,0,0.0,20300
2007,1,203,0,0,0,0.0,20300
2011,1,203,0,0,0,0.0,20300
2022,1,203,0,1,0,0.0,20300
2012,5,248,0,0,0,1.6094379124341003,24800
2013,2,248,0,0,0,0.6931471805599453,24800
2015,1,248,0,0,0,0.0,24800
2006,1,248,0,0,0,0.0,24800
2018,1,248,0,0,0,0.0,24800
2009,1,248,0,0,0,0.0,24800
2017,1,248,0,0,0,0.0,24800
2020,1,248,0,1,0,0.0,24800
2021,1,248,0,1,0,0.0,24800
2012,27,202,0,0,0,3.295836866004329,20200
2015,4,202,0,0,0,1.3862943611198906,20200
2008,4,202,0,0,0,1.3862943611198906,20200
2019,4,202,0,0,0,1.3862943611198906,20200
2021,4,202,0,1,0,1.3862943611198906,20200
2007,3,202,0,0,0,1.0986122886681098,20200
2020,3,202,0,1,0,1.0986122886681098,20200
2009,2,202,0,0,0,0.6931471805599453,20200
2006,2,202,0,0,0,0.6931471805599453,20200
2018,2,202,0,0,0,0.6931471805599453,20200
2017,2,202,0,0,0,0.6931471805599453,20200
2010,1,202,0,0,0,0.0,20200
2016,1,202,0,0,0,0.0,20200
2005,1,202,0,0,0,0.0,20200
2022,1,202,0,1,0,0.0,20200
2012,26,37.01,0,0,0,3.258096538021482,3701
2020,10,37.01,0,1,0,2.302585092994046,3701
2015,9,37.01,0,0,0,2.1972245773362196,3701
2010,6,37.01,0,0,0,1.791759469228055,3701
2016,5,37.01,0,0,0,1.6094379124341003,3701
2011,4,37.01,0,0,0,1.3862943611198906,3701
2018,4,37.01,0,0,0,1.3862943611198906,3701
2017,4,37.01,0,0,0,1.3862943611198906,3701
2009,3,37.01,0,0,0,1.0986122886681098,3701
2022,3,37.01,0,1,0,1.0986122886681098,3701
2013,2,37.01,0,0,0,0.6931471805599453,3701
2019,2,37.01,0,0,0,0.6931471805599453,3701
2021,2,37.01,0,1,0,0.6931471805599453,3701
2006,1,37.01,0,0,0,0.0,3701
2007,1,37.01,0,0,0,0.0,3701
2014,1,37.01,0,0,0,0.0,3701
2012,4,337.01,0,0,0,1.3862943611198906,33701
2020,3,337.01,0,1,0,1.0986122886681098,33701
2014,2,337.01,0,0,0,0.6931471805599453,33701
2011,2,337.01,0,0,0,0.6931471805599453,33701
2015,2,337.01,0,0,0,0.6931471805599453,33701
2018,2,337.01,0,0,0,0.6931471805599453,33701
2009,1,337.01,0,0,0,0.0,33701
2008,1,337.01,0,0,0,0.0,33701
2017,1,337.01,0,0,0,0.0,33701
2010,1,337.01,0,0,0,0.0,33701
2021,1,337.01,0,1,0,0.0,33701
2016,1,337.01,0,0,0,0.0,33701
2012,8,307,0,0,0,2.0794415416798357,30700
2020,5,307,0,1,0,1.6094379124341003,30700
2021,4,307,0,1,0,1.3862943611198906,30700
2016,3,307,0,0,0,1.0986122886681098,30700
2011,3,307,0,0,0,1.0986122886681098,30700
2018,2,307,0,0,0,0.6931471805599453,30700
2015,2,307,0,0,0,0.6931471805599453,30700
2017,2,307,0,0,0,0.6931471805599453,30700
2022,2,307,0,1,0,0.6931471805599453,30700
2008,1,307,0,0,0,0.0,30700
2009,1,307,0,0,0,0.0,30700
2012,4,122.04,0,0,0,1.3862943611198906,12204
2020,2,122.04,0,1,0,0.6931471805599453,12204
2010,2,122.04,0,0,0,0.6931471805599453,12204
2018,1,122.04,0,0,0,0.0,12204
2007,1,122.04,0,0,0,0.0,12204
2014,1,122.04,0,0,0,0.0,12204
2015,1,122.04,0,0,0,0.0,12204
2017,1,122.04,0,0,0,0.0,12204
2012,6,104,0,0,0,1.791759469228055,10400
2006,2,104,0,0,0,0.6931471805599453,10400
2015,2,104,0,0,0,0.6931471805599453,10400
2005,1,104,0,0,0,0.0,10400
2009,1,104,0,0,0,0.0,10400
2020,1,104,0,1,0,0.0,10400
2007,1,104,0,0,0,0.0,10400
2010,1,104,0,0,0,0.0,10400
2017,1,104,0,0,0,0.0,10400
2019,1,104,0,0,0,0.0,10400
2012,12,316,0,0,0,2.4849066497880004,31600
